ID,Crawl Timestamp,Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
723,2019-08-06 03:42:40 +0000, Sales Engineer - New Delhi," 3,00,000 - 4,50,000 PA. ",2 - 6 yrs, inside sales| cold calling| lead generation| elevators| Business development| sales,Retail Sales,Delhi NCR,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery",Sales/Business Development Manager
724,2019-08-05 09:18:49 +0000, IT Administrator, Not Disclosed by Recruiter ,1 - 4 yrs, Networking| Linux| Network operations| Redhat| Basic| server| Windows OS| it| windows| monitoring| Server OS| tools| Monitoring tools| Infrastructure| email,Programming & Design,"Bengaluru,Chennai,Hyderabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
725,2019-07-06 23:16:05 +0000,, Not disclosed ,,,,,,,
726,2019-08-04 09:53:16 +0000, ISE - Team Lead - PCB, Not Disclosed by Recruiter ,5 - 8 yrs, operations management| Order Management| procurement management| supply chain| team leading| Purchase Management| sourcing management| Order Processing,Purchase/Material Management,Gurgaon,Purchase / Logistics / Supply Chain,"Semiconductors, Electronics",Purchase Executive
727,2019-07-04 17:11:53 +0000,Hiring Lead Java Developers | 5 Openings,Openings: 5, 6 - 9 Years,Java|Maven|GIT|Docker|MQ|Agile|Spring Framework|SQL Database|MongoDB|Devops,Programming & Design,"Gurgaon,Chennai","IT Software - Application Programming , Maintenance",IT-Software / Software Services,Team Lead/Technical Lead
728,2019-08-06 04:17:42 +0000, Marketing Engineer, Not Disclosed by Recruiter ,1 - 6 yrs, Engineering services| Design engineering| Automobile| MIN| Product design| Die casting,Marketing,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager
729,2019-08-05 22:33:54 +0000, Bioanalytical Research Associate, Not Disclosed by Recruiter ,4 - 9 yrs, Method validation| bioanalytical| Research| Research Associate| HPLC,R&D,Hyderabad,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Analytical Chemistry Associate/Scientist
730,2019-07-06 06:57:40 +0000," Hiring Retail Educational Counselor (female) for Vepsun, Bangalore", Not Disclosed by Recruiter ,0 - 3 yrs, tele - caller,Retail Sales,Bengaluru (Marathahalli) ,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer
731,2019-08-06 07:38:11 +0000, Senior Manager Account Management - Mumbai, Not Disclosed by Recruiter ,3 - 7 yrs, MIS reporting| advertising agency| Online marketing| Social media| Corporate Communication| Account management| Revenue generation| Business Executive| Monitoring| Account planning,Corporate Sales,Mumbai,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Client Servicing/Key Account Manager
732,2019-07-05 19:54:45 +0000, Business Analyst (CRM / Salesforce.com / Zoho), Not Disclosed by Recruiter ,2 - 7 yrs, Business Analyst| Business analysis| Salesforce.com| Microsoft Dynamics| Real estate| CRM,System Design/Implementation/ERP/CRM,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst
733,2019-07-06 07:56:41 +0000, Business Analyst cum Project Co-ordinator, Not Disclosed by Recruiter ,4 - 7 yrs, Business analysis| Project Coordinator| Project planning| Management| Business Analyst| Conceptualization| Business Executive,System Design/Implementation/ERP/CRM,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst
734,2019-07-04 19:57:39 +0000, Automation Test Engineer," 5,00,000 - 8,00,000 PA. ",6 - 8 yrs, cucumber| automation testing| selenium| jira| java,Programming & Design,Mumbai Suburbs,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Testing Engineer
735,2019-08-04 01:54:11 +0000," Data Entry Operator,"," 1,50,000 - 2,00,000 PA. ",0 - 2 yrs, data entry operation| organization skills| us healthcare| Data Entry| ms office| typing speed,Voice,Ahmedabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
736,2019-08-04 19:07:57 +0000, Hiring For Female Football Coach," 1,25,000 - 2,50,000 PA. ",1 - 5 yrs, Coaching| Football,Life skills / ECA Teachers,Mumbai Suburbs,"Teaching , Education , Training , Counselling","Wellness , Fitness , Sports, Beauty",Sports / Physical Education Teacher
737,2019-08-05 11:00:51 +0000, National Sales Manager, Not Disclosed by Recruiter ,5 - 10 yrs, Career development| Team management| Pharma| Analytical| Critical care| Business planning| Customer service| microsoft| Key account management| Technical support,Senior Management,Kolkata,"Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Head/VP/GM/National Manager -Sales
738,2019-07-06 08:52:51 +0000, Team Lead Scanning, Not Disclosed by Recruiter ,2 - 6 yrs, mis| tat| forms| scanning| attendance management| specification| organization| scanners| case| client,Programming & Design,Pune,IT Software - Other,"Strategy, Management Consulting Firms",Team Lead/Technical Lead
739,2019-07-05 21:12:23 +0000, Senior Director - Service Engineering | 23499, Not Disclosed by Recruiter ,10 - 12 yrs, Unix| Automation| Project management| Debugging| Javascript| PHP| Perl| Windows| Python,Senior Management,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Head/VP/GM-Technology(IT)/CTO
740,2019-07-05 07:39:51 +0000, ECE- Associate Professor, Not Disclosed by Recruiter ,4 - 6 yrs, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,University Level,Noida,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Assistant Professor
741,2019-08-04 04:42:40 +0000," Auto Cad Designer, 3D Designer", Not Disclosed by Recruiter ,2 - 5 yrs, 3ds max| 3d designer| photoshop| corel draw,Creative,Kolkata,"Design , Creative , User Experience","Architecture, Interior Design",Product Designer
742,2019-07-05 17:04:23 +0000, FEMALE Tele caller, Not Disclosed by Recruiter ,0 - 2 yrs, customer relationship| access controls| Vendor Management| Asset Management| Intellectual Property| CRM| Technology,Voice,Noida,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Telecalling/Telemarketing Executive
743,2019-07-06 15:02:28 +0000, Graphic Designer, Not Disclosed by Recruiter ,2 - 5 yrs, Graphics| Graphic designing| Software design| Project implementation| Illustrator| Social media| Video editing| Budgeting| Photoshop,Creative,Pune,"Design , Creative , User Experience","Recruitment, Staffing",Graphic Designer
744,2019-08-04 02:03:51 +0000, Python/django Developer," 3,00,000 - 5,00,000 PA. ",1 - 3 yrs, front end| python| django| backend| mysql| javascript| D3.Js,Programming & Design,Bengaluru,IT Software - Other,"IT-Software, Software Services",Software Developer
745,2019-07-05 03:21:18 +0000, Business Service Manager, Not Disclosed by Recruiter ,1 - 5 yrs, Customer service management| MIS preparation| MIS reporting| Electronics| Director| Sales| MIN| HR,Retail Sales,"Mumbai,Ahmedabad","Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
746,2019-08-05 09:14:00 +0000, Developer, Not Disclosed by Recruiter ,2 - 4 yrs, development| tools| api| solid| configuration| methods| it| maintaining| javascript| salesforce| coding| troubleshooting| soap| deployment,Programming & Design,"Hyderabad,Hyderabad/Secunderabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
747,2019-07-06 16:18:59 +0000, Mud Logger Geologist, Not Disclosed by Recruiter ,5 - 10 yrs, data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls,Voice,"Anand,Thane","ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Associate/Senior Associate -(NonTechnical)
748,2019-07-06 14:35:00 +0000, Senior Unix Security Engineer, Not Disclosed by Recruiter ,4 - 7 yrs, c++| C| design| MySQL| JavaScript| HTML,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Network Administration , Security","IT-Software, Software Services",System Security
749,2019-08-05 08:41:48 +0000, iPhone/iPad Application developer, Not Disclosed by Recruiter ,0 - 1 yrs, design| c++| development| C| developing| HTML| ios| offshore| application| MySQL| JavaScript| developer| applications,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
750,2019-08-05 00:54:33 +0000, Business Development Executive, Not Disclosed by Recruiter ,1 - 5 yrs, Web technologies| Executive| Social media| Report writing| E-commerce| Business Development Executive| HTTP| Personality development| Web designing| Recruitment,Retail Sales,Ahmedabad,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
751,2019-07-04 03:41:59 +0000," Java Developers and Sr. Java Developers, Sector 63, Noida", Not Disclosed by Recruiter ,3 - 6 yrs, IoC| JPA| Hibernate| Spring Boot| JSON| O| Multithread| AngularJS,Programming & Design,"Delhi,Noida","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
752,2019-07-06 00:35:26 +0000, Sales Manager, Not Disclosed by Recruiter ,2 - 5 yrs, real estate| travel| affordable housing| field sales| communication skills| sales manager| sales management| go getter| team| presentable | Sales Manager,Retail Sales,"Delhi,Gurgaon","Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
753,2019-08-04 01:28:21 +0000,NIIT Ltd. Hiring For Product Manager - English,Openings: 1, 7 - 12 Years,Product Management|Product Strategy|Sales Support|ROI|Product Development|Cost Benefit Analysis,Teachers,Gurgaon,"Teaching , Education , Training , Counselling",Education / Teaching / Training,Curriculum Designer
754,2019-07-04 20:18:16 +0000, Remedyforce Developer - Salesforce, Not Disclosed by Recruiter ,8 - 12 yrs, Change Management| IT Asset Management| ITSM| Visual Force| CMDB| BMC| Problem Management| Incident Management| Apex| Salesforce,Programming & Design,Bengaluru,"IT Software - ERP , CRM","IT-Software, Software Services",Software Developer
755,2019-08-06 00:07:59 +0000," Business Development Officer, Mumbai", Not Disclosed by Recruiter ,1 - 3 yrs, Staffing| Business Development Manager| Service| Order management| English| Public relations| Business Analyst| Oracle| Business intelligence| Salesforce,Corporate Sales,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
756,2019-07-04 03:08:31 +0000, Senior Android Developer, Not Disclosed by Recruiter ,2 - 5 yrs, Android Studio| Java| Android SDK| SQLite| JSON| Android Development| XML| User Experience| Gradle| Android Application,Programming & Design,Hyderabad (Gachibowli) ,IT Software - Mobile,"IT-Software, Software Services",Software Developer
757,2019-08-05 14:03:19 +0000, Android Developer, Not Disclosed by Recruiter ,3 - 5 yrs, Copyright| Javascript| CSS3| server| html5| Eclipse| android| mca| Core Java| java| usability| design| oops| json| rest| development| testing| mobile| Unit testing| Business Executive| android development| Mobile development| Application| soap| applications,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
758,2019-07-04 22:16:39 +0000, Key Account Manager - Services," 2,00,000 - 3,50,000 PA. ",1 - 4 yrs, Field Sales| Key Account Management| Concept Selling| Space Selling| Ad Space Selling,Channel Sales,Pune (Shivaji Nagar) ,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Key Account Manager
759,2019-08-04 14:42:38 +0000, Data-Researcher-I, Not Disclosed by Recruiter ,0 - 3 yrs, Financial reporting| Analytical| Market intelligence| Accountancy| Data research| Finance| Internet searching| Credit risk| MS Office,Finance/Audit,Ahmedabad,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Financial Analyst
760,2019-08-04 20:02:15 +0000," Principal Engineer, Service Delivery", Not Disclosed by Recruiter ,6 - 10 yrs, Netapps| VMware| Project Management| EMC Storage| Service Delivery| MS Exchange| Disaster Recovery| Netapp| SQL,Admin/Maintenance/Security/Datawarehousing,"Bengaluru,India","IT Software - Network Administration , Security","IT-Software, Software Services",Technical Support Engineer
761,2019-07-06 17:54:15 +0000, Senior Manager - Pricing Analytics, Not Disclosed by Recruiter ,8 - 12 yrs, Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics,Other,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Outside Consultant
762,2019-08-04 21:33:24 +0000, Technology Lead/ C++ Windows Based Developer, Not Disclosed by Recruiter ,6 - 10 yrs, Win32| C++| Multithreading| Cyber Security| Programming| Windows Internals| Memory Management| Visual Studio| Device Driver Development,,Bengaluru,Other,Other,Other
763,2019-07-05 06:06:55 +0000, Business Development Manager, Not Disclosed by Recruiter ,7 - 10 yrs, Business Development Manager,Retail Sales,Noida,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
764,2019-08-06 00:22:24 +0000, Marketing, Not Disclosed by Recruiter ,1 - 6 yrs, marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Retail Sales,Chennai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
765,2019-07-05 08:33:47 +0000, Recruitment Consultant -Non IT, Not Disclosed by Recruiter ,2 - 7 yrs, pharma| networking| relationship building| handling| client interaction| work under pressure| recruitment consultant| headhunting| non it| interest,HR/ Recruitment / IR,"Kolkata,Kolkata","HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive
766,2019-07-04 19:24:19 +0000, Executive Sales & Marketing | Pune | Aurangabad| Kolhapur | Sangli," 2,00,000 - 4,00,000 PA. ",2 - 4 yrs, Sales Executive Activities| Marketing| Sheet Metal| press shop| stamping| press tools| Laser Cutting| Sales| Fabrication,Retail Sales,"Pune,Kolhapur,Aurangabad","Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales Executive/Officer
767,2019-08-06 03:30:46 +0000, Purchase Executive, Not Disclosed by Recruiter ,1 - 2 yrs, Procurement| Purchase Executive| Purchase| Material Management| Negotiation Skills| Purchase Assistant| Vendor Development| Purchase Engineer| Inventory,Purchase/Material Management,Bengaluru,Purchase / Logistics / Supply Chain,"Industrial Products, Heavy Machinery",Purchase Executive
768,2019-08-04 02:32:06 +0000, Ground Staff / Cabin Crew Walk-in Interviews (only Females), Not Disclosed by Recruiter ,0 - 5 yrs, Ground Staff Activities| Communication Skills| Cabin Crew Activities,Airline,"Mumbai,Bengaluru,Chennai,Hyderabad,Pune,Vijayawada,Visakhapatnam,Coimbatore,Kochi","Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Cabin Crew
769,2019-07-05 06:25:27 +0000, Freshers! for Udyog Vihar & Sector 44 Gurgaon Huda City Center," 50,000 - 3,00,000 PA. ",0 - 1 yrs, bpo| voice process| outbound| lead generation| sales| customer service| night shift| fresher| back office| backend| non voice| inbound process| calling| Aegis,Other,"Delhi NCR,Gurgaon","ITES , BPO , KPO , LPO , Customer Service , Operations","Fresher, Trainee, Entry Level",Fresher
